UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,163351981,11/30/2016,74 NORTHSIDE DR SW,507,Castleberry Hill,M,33.75267,-84.40252,
LARCENY-NON VEHICLE,163352022,11/30/2016,713 RALPH D ABERNATHY BLVD SW,303,Adair Park,V,33.73895,-84.4108,
LARCENY-NON VEHICLE,163352113,11/30/2016,168 BARONE PL NW,204,Cross Creek,C,33.81731,-84.423,
ROBBERY-PEDESTRIAN,163352159,11/30/2016,515 DUNBAR ST SW,302,Pittsburgh,V,33.72301,-84.40456,
BURGLARY-RESIDENCE,163352254,11/30/2016,3294 CUSHMAN CIR SW,406,,I,33.7505,-84.49416,
LARCENY-NON VEHICLE,163352262,11/30/2016,1275 CAROLINE ST NE ,609,Edgewood,O,33.75684,-84.3461,
LARCENY-FROM VEHICLE,163352310,11/30/2016,180 SOUTHSIDE INDUSTRIAL PKWY SE @POLICE ACADEMY,313,Blair Villa/Poole Creek,Z,33.65298,-84.38345,
BURGLARY-RESIDENCE,163352325,11/30/2016,1758 S ALVARADO TER SW,404,Cascade Avenue/Road,S,33.72938,-84.4456,
LARCENY-NON VEHICLE,163352377,11/30/2016,118 JOHNSON RD NW,110,Grove Park,J,33.78406,-84.45084,
AUTO THEFT,163352394,11/30/2016,689 PONCE DE LEON AVE NE,603,Poncey-Highland,N,33.77332,-84.36433,
LARCENY-NON VEHICLE,163352400,11/30/2016,100 LAKEWOOD WAY SW,307,Lakewood Heights,Y,33.69921,-84.39286,
LARCENY-FROM VEHICLE,163352412,11/30/2016,898 OAK ST SW,401,West End,T,33.74057,-84.41738,
LARCENY-NON VEHICLE,163352448,11/30/2016,985 LINAM ST SE,304,Peoplestown,V,33.72764,-84.38635,
LARCENY-FROM VEHICLE,163352449,11/30/2016,2841 GREENBRIAR PKWY SW @Multiple,411,Greenbriar,R,33.68677,-84.49773,
LARCENY-FROM VEHICLE,163352459,11/30/2016,750 FRANCIS PL NW,110,Grove Park,J,33.77495,-84.43798,
AGG ASSAULT,163352474,11/30/2016,2720 NMETROPOLITAN PKWY SW,311,Hammond Park,X,33.68067,-84.4072,
LARCENY-NON VEHICLE,163352538,11/30/2016,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85248,-84.36058,
LARCENY-FROM VEHICLE,163352561,11/30/2016,51 POLAR ROCK RD SW,310,Polar Rock,Z,33.6965,-84.39059,
LARCENY-FROM VEHICLE,163352565,11/30/2016,275 E LAKE BLVD SE,611,The Villages at East Lake,O,33.74533,-84.31429,
AUTO THEFT,163352652,11/30/2016,137 PEYTON PL SW,405,Harland Terrace,I,33.75061,-84.47606,
LARCENY-NON VEHICLE,163352670,11/30/2016,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902,
LARCENY-FROM VEHICLE,163352707,11/30/2016,2006 PALIFOX DR NE,608,Lake Claire,N,33.7674,-84.32192,
AUTO THEFT,163352751,11/30/2016,141 HILLIARD ST SE,604,Sweet Auburn,M,33.75036,-84.37678,
LARCENY-FROM VEHICLE,163352769,11/30/2016,130 26TH ST NW,207,Brookwood,E,33.80201,-84.39791,
BURGLARY-RESIDENCE,163352780,11/30/2016,2497 EDWARDS DR NW,203,Riverside,D,33.81618,-84.47013,
LARCENY-FROM VEHICLE,163352813,11/30/2016,1170 COLLIER RD NW,204,Underwood Hills,D,33.8109,-84.4259,
LARCENY-NON VEHICLE,163352846,11/30/2016,3060 PEACHTREE RD NW,206,Peachtree Heights West,B,33.83863,-84.38066,
LARCENY-NON VEHICLE,163352886,11/30/2016,59 BOULEVARD SE,604,Sweet Auburn,M,33.75275,-84.37186,
LARCENY-FROM VEHICLE,163352935,11/30/2016,3665 LARGO LN SW;,414,Tampa Park,P,33.67987,-84.50846,
LARCENY-FROM VEHICLE,163352942,11/30/2016,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80077,-84.40869,
AUTO THEFT,163353046,11/30/2016,3580 CAMPBELLTON RD SW,413,,P,33.6899,-84.50584,
ROBBERY-PEDESTRIAN,163353145,11/30/2016,1021 MORELAND DR SE,607,Custer/McDonough/Guice,W,33.70875,-84.35554,
LARCENY-NON VEHICLE,163358051,11/30/2016,6234 SPINE ROAD,706,,,33.64072,-84.44435,
ROBBERY-PEDESTRIAN,163342928,11/30/2016,337 MORELAND AVE NE,608,Candler Park,N,33.7636,-84.34901,
LARCENY-FROM VEHICLE,163342942,11/29/2016,2095 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69753,-84.4084,
ROBBERY-PEDESTRIAN,163342962,11/29/2016,2961 TRIBBLE LN NW,111,,I,33.75953,-84.48373,
BURGLARY-RESIDENCE,163343019,11/29/2016,2637 OLD HAPEVILLE RD SW,310,Browns Mill Park,Z,33.68294,-84.39417,
LARCENY-NON VEHICLE,163343032,11/29/2016,720 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77276,-84.41089,
ROBBERY-RESIDENCE,163343061,11/29/2016,2544 COUNTY LINE RD SW,413,Fairway Acres,P,33.68571,-84.5349,
AGG ASSAULT,163343063,11/29/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68116,-84.4059,
AGG ASSAULT,163331460,11/29/2016,3350 MOUNT GILEAD RD SW,409,Southwest,R,33.6982,-84.49859,
AGG ASSAULT,163320684,11/29/2016,I-75 S @ CENTRAL AVENUE,313,Blair Villa/Poole Creek,Z,33.65241,-84.39626,
ROBBERY-PEDESTRIAN,163340115,11/29/2016,965 SELLS AVE SW,104,Harris Chiles,T,33.74601,-84.42093,
AUTO THEFT,163340151,11/29/2016,3378 GREENBRIAR PKWY SW,413,,P,33.68387,-84.50204,
LARCENY-NON VEHICLE,163340211,11/29/2016,332 ADDINGTON ST SW,405,Florida Heights,I,33.74677,-84.46222,
LARCENY-NON VEHICLE,163340218,11/29/2016,171 AUBURN AVE NE,510,Downtown,M,33.75547,-84.38343,
LARCENY-FROM VEHICLE,163340393,11/29/2016,821 RALPH MCGILL BLVD NE,602,Poncey-Highland,N,33.76727,-84.35991,
LARCENY-FROM VEHICLE,163340457,11/29/2016,1581 LINDA WAY SW,404,Westview,T,33.73462,-84.43913,
AUTO THEFT,163340466,11/29/2016,1260 HARTFORD AVE SW,301,Capitol View,X,33.72052,-84.41663,
BURGLARY-NONRES,163340484,11/29/2016,695 PYLANT ST NE,601,Virginia Highland,F,33.77837,-84.36465,
ROBBERY-PEDESTRIAN,163340516,11/29/2016,933 FAITH AVE SE,606,Ormewood Park,W,33.74172,-84.35677,
RAPE,163340565,11/29/2016,640 QUEEN ST SW,402,West End,T,33.73759,-84.42519,
BURGLARY-NONRES,163340580,11/29/2016,426 TRABERT AVE NW,207,Loring Heights,E,33.79407,-84.40169,
BURGLARY-NONRES,163340608,11/29/2016,695 PYLANT ST NE,601,Virginia Highland,F,33.77859,-84.3645,
BURGLARY-NONRES,163340609,11/29/2016,695 PYLANT ST NE,601,Virginia Highland,F,33.77859,-84.3645,
BURGLARY-NONRES,163340610,11/29/2016,695 PYLANT ST NE,601,Virginia Highland,F,33.77859,-84.3645,
BURGLARY-NONRES,163340611,11/29/2016,695 PYLANT ST NE,601,Virginia Highland,F,33.77859,-84.3645,
LARCENY-FROM VEHICLE,163340621,11/29/2016,642 WILLARD AVE SW,404,Westview,T,33.7377,-84.43817,
LARCENY-FROM VEHICLE,163340671,11/29/2016,1649 ALVARADO TER SW,404,Westview,T,33.73483,-84.4415,
LARCENY-FROM VEHICLE,163340672,11/29/2016,951 GLENWOOD AVE SE,607,Ormewood Park,W,33.73966,-84.35664,
LARCENY-FROM VEHICLE,163340699,11/29/2016,566 LAKESHORE DR NE,608,Lake Claire,N,33.76963,-84.32509,
BURGLARY-NONRES,163340759,11/29/2016,695 PYLANT ST NE,601,Virginia Highland,F,33.77877,-84.36443,
BURGLARY-NONRES,163340831,11/29/2016,2275 JOSEPH E BOONE BLVD NW @LINCOLN CEMETARY,108,Center Hill,J,33.76632,-84.46151,
LARCENY-FROM VEHICLE,163340915,11/29/2016,927 ROSEDALE RD NE,601,Virginia Highland,F,33.77989,-84.348,
LARCENY-NON VEHICLE,163340961,11/29/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,163341017,11/29/2016,186 TORRENCE ST NW,108,Penelope Neighbors,J,33.75207,-84.45429,
LARCENY-NON VEHICLE,163341066,11/29/2016,288 HARPER RD SE,310,Lakewood,Z,33.69725,-84.3796,
LARCENY-FROM VEHICLE,163341186,11/29/2016,2798 PEEK RD NW,112,Collier Heights,I,33.77743,-84.47815,
AUTO THEFT,163341213,11/29/2016,203 N COLONIAL HOMES CIR NW,205,Colonial Homes,C,33.81511,-84.39594,
AUTO THEFT,163341302,11/29/2016,2029 MANCHESTER ST NE,212,Morningside/Lenox Park,F,33.81026,-84.36305,
LARCENY-FROM VEHICLE,163341329,11/29/2016,3131 CAMPBELLTON RD SW @WESTGATE PLAZA;,409,Southwest,R,33.69258,-84.49266,
LARCENY-NON VEHICLE,163341378,11/29/2016,745 PALATINE AVE SE,607,Ormewood Park,W,33.7338,-84.35635,
LARCENY-FROM VEHICLE,163341416,11/29/2016,2281 BUTNER RD SW,413,Fairburn,P,33.69126,-84.52254,
LARCENY-NON VEHICLE,163341419,11/29/2016,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
BURGLARY-RESIDENCE,163341437,11/29/2016,1870 CAMPBELLTON RD SW,408,,R,33.70939,-84.44964,
LARCENY-NON VEHICLE,163341454,11/29/2016,2789 GRAND AVE SW,311,Hammond Park,X,33.67875,-84.40044,
LARCENY-FROM VEHICLE,163341478,11/29/2016,454 IRWIN ST NE,604,Sweet Auburn,M,33.75792,-84.37236,
LARCENY-NON VEHICLE,163341483,11/29/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212,
BURGLARY-RESIDENCE,163341493,11/29/2016,935 PEACHTREE BATTLE AVE NW,201,Brandon,C,33.82551,-84.41705,
AUTO THEFT,163341517,11/29/2016,62 HARWELL RD NW,111,,I,33.7538,-84.493,
LARCENY-FROM VEHICLE,163341523,11/29/2016,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.79724,-84.40668,
LARCENY-NON VEHICLE,163341526,11/29/2016,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532,
LARCENY-NON VEHICLE,163341548,11/29/2016,2442 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75095,-84.46728,
LARCENY-FROM VEHICLE,163341568,11/29/2016,3589 PARC CIR SW;,409,Southwest,R,33.70061,-84.49739,
LARCENY-NON VEHICLE,163341628,11/29/2016,501 FEDERAL TER SE,305,Chosewood Park,Y,33.71491,-84.3715,
AGG ASSAULT,163341629,11/29/2016,59 THAYER AVE SE,305,South Atlanta,Y,33.7152,-84.38646,
LARCENY-FROM VEHICLE,163341633,11/29/2016,140 12TH ST NE ,503,Midtown,E,33.78438,-84.38296,
LARCENY-FROM VEHICLE,163341684,11/29/2016,76 FORSYTH ST SW,512,Downtown,M,33.75244,-84.39346,
LARCENY-FROM VEHICLE,163341696,11/29/2016,35 COLLIER RD NW,207,,E,33.80813,-84.39659,
BURGLARY-RESIDENCE,163341699,11/29/2016,4573 CLUB CIR NE,209,Brookhaven,B,33.87931,-84.35394,
LARCENY-NON VEHICLE,163341735,11/29/2016,686 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73631,-84.41761,
AGG ASSAULT,163341781,11/29/2016,2410 BENJAMIN E MAYS DR SW,406,Cascade Heights,I,33.72262,-84.46641,
LARCENY-FROM VEHICLE,163341786,11/29/2016,2500 CENTER ST NW,113,Carey Park,G,33.78999,-84.47156,
BURGLARY-RESIDENCE,163341872,11/29/2016,1760 NORTHSIDE DR NW,205,Channing Valley,C,33.80406,-84.40896,
LARCENY-NON VEHICLE,163341899,11/29/2016,840 MCDONOUGH BLVD SE,607,Custer/McDonough/Guice,W,33.70874,-84.35887,
ROBBERY-PEDESTRIAN,163341912,11/29/2016,346 TED TURNER DR NW,508,Downtown,M,33.76411,-84.38909,
LARCENY-NON VEHICLE,163341988,11/29/2016,1830 CAMPBELLTON RD SW,408,,R,33.70994,-84.44833,
LARCENY-NON VEHICLE,163342110,11/29/2016,1700 STANTON RD SW,408,,R,33.70907,-84.44364,
ROBBERY-PEDESTRIAN,163342141,11/29/2016,3340 PEACHTREE RD NE @TOWER PLACE,208,North Buckhead,B,33.84743,-84.37089,
AGG ASSAULT,163342236,11/29/2016,135 EDGEWOOD AVE SE,510,Downtown,M,33.75553,-84.37942,
LARCENY-NON VEHICLE,163342260,11/29/2016,299 MORELAND AVE NE,608,Candler Park,N,33.76247,-84.34883,
LARCENY-NON VEHICLE,163342343,11/29/2016,2452 MOROSGO WAY NE,211,Lindbergh/Morosgo,B,33.82295,-84.36559,
AGG ASSAULT,163342370,11/29/2016,942 HANK AARON DR SE,304,Peoplestown,V,33.72828,-84.38787,
ROBBERY-PEDESTRIAN,163342402,11/29/2016,353 PARKWAY DR NE,603,Old Fourth Ward,M,33.76416,-84.3733,
LARCENY-FROM VEHICLE,163342407,11/29/2016,619 GASKILL ST SE,606,Cabbagetown,N,33.74812,-84.3671,
LARCENY-FROM VEHICLE,163342440,11/29/2016,667 FAIRBURN RD NW,114,Fairburn Heights,H,33.77332,-84.50005,
LARCENY-NON VEHICLE,163342479,11/29/2016,790 BERNE ST SE,605,Grant Park,W,33.7371,-84.36139,
LARCENY-NON VEHICLE,163342486,11/29/2016,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773,
LARCENY-NON VEHICLE,163342520,11/29/2016,1860 PEACHTREE RD NW,207,Ardmore,E,33.80586,-84.39439,
LARCENY-NON VEHICLE,163342574,11/29/2016,1871 CONRAD AVE SE;,307,Lakewood Heights,Y,33.70313,-84.38201,
BURGLARY-RESIDENCE,163342576,11/29/2016,2323 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.81828,-84.36696,
AUTO THEFT,163342580,11/29/2016,3 ALSTON PL NE,210,Pine Hills,B,33.83577,-84.35872,
LARCENY-FROM VEHICLE,163342658,11/29/2016,275 BAKER ST NW,508,Downtown,M,33.76206,-84.39568,
LARCENY-NON VEHICLE,163342667,11/29/2016,245 AMAL DR SW,307,Betmar LaVilla,Y,33.70612,-84.39573,
LARCENY-FROM VEHICLE,163342670,11/29/2016,3097 PIEDMONT RD NE,211,Peachtree Park,B,33.84034,-84.36887,
LARCENY-FROM VEHICLE,163342687,11/29/2016,500 10TH ST NE @BELTLINE BUSINESS,502,,E,33.78223,-84.36922,
LARCENY-FROM VEHICLE,163342742,11/29/2016,466 EDGEWOOD AVE NE,604,Sweet Auburn,M,33.75439,-84.37253,
LARCENY-NON VEHICLE,163342836,11/29/2016,1245 GLENWOOD AVE SE,612,East Atlanta,W,33.74006,-84.3466,
LARCENY-FROM VEHICLE,163342924,11/29/2016,3343 PEACHTREE RD NE,208,Lenox,B,33.84748,-84.36737,
BURGLARY-RESIDENCE,163200851,11/29/2016,82 ATLANTA AVE SE,304,Peoplestown,V,33.73073,-84.38522,
HOMICIDE,163332201105,11/28/2016,3806 ADKINS RD NW,114,Carroll Heights,H,33.77347,-84.5121,
LARCENY-FROM VEHICLE,163330110,11/28/2016,2331 BOLTON RD NW,203,Bolton,D,33.81909,-84.46179,
AUTO THEFT,163330113,11/28/2016,1569 OLYMPIAN CIR SW,404,Westview,T,33.73552,-84.43914,
BURGLARY-NONRES,163330173,11/28/2016,2900 PEACHTREE RD NW,206,Peachtree Heights West,B,33.83399,-84.3841,
AGG ASSAULT,163330274,11/28/2016,7 WHATLEY ST SE,307,Lakewood Heights,Y,33.70695,-84.37867,
AGG ASSAULT,163330277,11/28/2016,596 ROCKWELL ST SW,302,Pittsburgh,V,33.73167,-84.40722,
LARCENY-FROM VEHICLE,163330333,11/28/2016,142 SPRINGDALE DR NE,211,Peachtree Hills,B,33.82197,-84.38278,
BURGLARY-NONRES,163330355,11/28/2016,3500 JONESBORO RD SE,313,South River Gardens,Z,33.65951,-84.37095,
AUTO THEFT,163330381,11/28/2016,1268 HILL ST SE,305,Chosewood Park,Y,33.71988,-84.37847,
BURGLARY-NONRES,163330491,11/28/2016,2900 PEACHTREE RD NW ,206,Peachtree Heights West,B,33.83399,-84.3841,
BURGLARY-NONRES,163330502,11/28/2016,1735 DEFOOR PL NW,204,Underwood Hills,D,33.80224,-84.42161,
LARCENY-FROM VEHICLE,163330509,11/28/2016,1 PEACHTREE HILLS AVE NE,211,Peachtree Hills,B,33.81796,-84.38896,
BURGLARY-NONRES,163330514,11/28/2016,1085 HOWELL MILL RD NW,501,Home Park,E,33.78422,-84.41184,
LARCENY-FROM VEHICLE,163330528,11/28/2016,237 N COLONIAL HOMES CIR NW,205,Colonial Homes,C,33.81536,-84.39609,
LARCENY-FROM VEHICLE,163330529,11/28/2016,254 JACKSON ST NE,604,Old Fourth Ward,M,33.76122,-84.37438,
AUTO THEFT,163330572,11/28/2016,390 STOVALL ST SE,606,Ormewood Park,W,33.74366,-84.3541,
LARCENY-NON VEHICLE,163330599,11/28/2016,555 WHITEHALL ST. SW,303,Mechanicsville,V,33.74297,-84.40628,
LARCENY-NON VEHICLE,163330614,11/28/2016,WILLIAMS ST NW / 8TH ST NW,505,Midtown,E,33.77911,-84.38932,
LARCENY-FROM VEHICLE,163330637,11/28/2016,2716 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75395,-84.47612,
LARCENY-FROM VEHICLE,163330698,11/28/2016,2676 MORRIS ST NW,113,Carey Park,G,33.78312,-84.47573,
LARCENY-FROM VEHICLE,163330718,11/28/2016,858 BEAVERBROOK DR NW,205,Wildwood (NPU-C),C,33.81634,-84.41641,
BURGLARY-RESIDENCE,163330801,11/28/2016,1009 DILL AVE SW,301,Capitol View,X,33.71857,-84.42121,
AUTO THEFT,163330826,11/28/2016,1754 MOORES MILL RD NW,201,Ridgewood Heights,C,33.82509,-84.44496,
LARCENY-FROM VEHICLE,163330930,11/28/2016,164 AUBURN AVE NE,510,Downtown,M,33.75564,-84.38255,
AUTO THEFT,163330954,11/28/2016,390 STOVALL ST SE,606,Ormewood Park,W,33.74366,-84.3541,
AGG ASSAULT,163330972,11/28/2016,1492 SHARON ST NW,105,Hunter Hills,K,33.75481,-84.43631,
LARCENY-NON VEHICLE,163330974,11/28/2016,284 HUNNICUTT ST NW,504,Downtown,M,33.76644,-84.39552,
BURGLARY-NONRES,163331015,11/28/2016,2770 LENOX RD NE,210,Pine Hills,B,33.83095,-84.3562,
LARCENY-FROM VEHICLE,163331068,11/28/2016,257 PEACHTREE WAY NE,206,Peachtree Heights East,B,33.82672,-84.37909,
LARCENY-NON VEHICLE,163331096,11/28/2016,3849 BROWNS MILL RD SW,312,Glenrose Heights,Z,33.65279,-84.39361,
BURGLARY-NONRES,163331103,11/28/2016,4517 CAMPBELLTON RD SW,412,,P,33.6961,-84.53596,
LARCENY-FROM VEHICLE,163331134,11/28/2016,906 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73794,-84.41735,
LARCENY-FROM VEHICLE,163331152,11/28/2016,78 BISBEE AVE SE,305,South Atlanta,Y,33.7165,-84.38573,
LARCENY-FROM VEHICLE,163331161,11/28/2016,1425 JOSEPH E BOONE BLVD,105,Grove Park,J,33.76385,-84.43455,
LARCENY-FROM VEHICLE,163331177,11/28/2016,100 LUCKIE ST NW,508,Downtown,M,33.75744,-84.38983,
LARCENY-NON VEHICLE,163331189,11/28/2016,50 ALABAMA ST SW,511,Downtown,M,33.75194,-84.38964,
BURGLARY-RESIDENCE,163331192,11/28/2016,2192 BOLTON RD NW,203,Bolton,D,33.81569,-84.46664,
LARCENY-FROM VEHICLE,163331240,11/28/2016,1176 CHATTAHOOCHEE AVE NW,203,Blandtown,D,33.80058,-84.42561,
LARCENY-FROM VEHICLE,163331259,11/28/2016,1092 OAK ST SW,401,West End,T,33.74053,-84.42353,
LARCENY-FROM VEHICLE,163331268,11/28/2016,3295 NORTHSIDE PKWY NW @NORTHSIDE BRANCH,202,West Paces Ferry/Northside,A,33.84512,-84.42541,
LARCENY-FROM VEHICLE,163331284,11/28/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,163331303,11/28/2016,2367 CASCADE RD SW,406,Cascade Heights,I,33.72166,-84.4657,
LARCENY-NON VEHICLE,163331307,11/28/2016,3232 PEACHTREE RD,208,Buckhead Forest,B,33.84413,-84.37409,
BURGLARY-RESIDENCE,163331358,11/28/2016,3 CANDLER RD NE,611,East Lake,O,33.75177,-84.29187,
LARCENY-NON VEHICLE,163331393,11/28/2016,2685 METROPOLITAN PKWY,309,Perkerson,X,33.68274,-84.40902,
BURGLARY-RESIDENCE,163331400,11/28/2016,2206 BROWNS MILL RD SE,310,Lakewood,Z,33.69336,-84.37356,
BURGLARY-RESIDENCE,163331452,11/28/2016,384 TAZOR ST NW,106,Bankhead,K,33.76514,-84.42115,
LARCENY-NON VEHICLE,163331498,11/28/2016,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
BURGLARY-RESIDENCE,163331581,11/28/2016,324 CHAPPELL RD NW,107,Hunter Hills,K,33.76113,-84.43383,
LARCENY-NON VEHICLE,163331605,11/28/2016,884 GILBERT ST SE,607,Ormewood Park,W,33.73041,-84.35039,
LARCENY-NON VEHICLE,163331607,11/28/2016,1197 PEACHTREE ST NE,502,Midtown,E,33.78742,-84.38333,
LARCENY-FROM VEHICLE,163331627,11/28/2016,15 PEACHTREE ST SE @ LAZ PARKING GARAGE,511,Downtown,M,33.75399,-84.38986,
LARCENY-FROM VEHICLE,163331635,11/28/2016,3721 COUNTY LINE RD SW,412,Elmco Estates,P,33.69526,-84.53435,
LARCENY-NON VEHICLE,163331666,11/28/2016,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
LARCENY-NON VEHICLE,163331689,11/28/2016,296 STERLING ST SE,307,Lakewood Heights,Y,33.70203,-84.37931,
LARCENY-FROM VEHICLE,163331715,11/28/2016,1522 DEKALB AVE NE,608,Candler Park,N,33.76283,-84.33816,
ROBBERY-RESIDENCE,163331723,11/28/2016,502 PRYOR ST SW,303,Mechanicsville,V,33.74114,-84.39442,
LARCENY-FROM VEHICLE,163331755,11/28/2016,1037 IRA ST,302,Pittsburgh,V,33.72663,-84.40025,
LARCENY-FROM VEHICLE,163331772,11/28/2016,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,163331798,11/28/2016,3580 CAMPBELLTON RD SW,413,,P,33.6899,-84.50584,
LARCENY-NON VEHICLE,163331801,11/28/2016,2124 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81307,-84.35424,
